"HTS Number","COMMODITIES","IMPORT"
"55034000","Synthetic staple fibers, not carded, combed or otherwise processed for spinning, of polypropylene","5,165,006"
"55039010","Synthetic staple fibers, not carded, combed or otherwise processed for spinning, of vinyon","800"
"55039090","Synthetic staple fibers, not carded, combed or otherwise processed for spinning, nesoi","4,736,703"
"55041000","Artificial staple fibers, not carded, combed or otherwise processed for spinning, of viscose rayon","79,242,412"
"55049000","Artificial staple fibers, not carded, combed or otherwise processed for spinning, other than of viscose rayon","116,494"
"55051000","Waste (including noils, yarn waste and garnetted stock) of synthetic fibers","35,168"
"55061000","Synthetic staple fibers, carded, combed or otherwise processed for spinning, of nylon or other polyamides","129,567"
"55062000","Synthetic staple fibers, carded, combed or otherwise processed for spinning, of polyesters","119,099"
"55063000","Synthetic (acrylic or modacrylic) staple fibers, carded, combed or otherwise processed for spinning","2,561"
"55064000","Synthetic staple fibers of polypropylene, carded, combed or otherwise processed for spinning","21,123"
"55070000","Artificial staple fibers, carded, combed or otherwise processed for spinning","300,520"
"55081000","Sewing thread of synthetic staple fibers, whether or not put up for retail sale","7,899,534"
"55082000","Sewing thread of artificial staple fibers, whether or not put up for retail sale","3,837"
"55091100","Yarn (other than sewing thread) containing 85% or more by weight of nylon/polyamide staple fibers, singles, not put up for retail sale","72,124"
"55091200","Yarn (other than sewing thread) cont. 85% or more by weight of nylon/polyamide staple fibers, multiple or cabled, not put up for retail sale","18,968"
"55092100","Yarn (other than sewing thread) containing 85% or more by weight of polyester staple fibers, singles, not put up for retail sale","1,813,406"
"55092200","Yarn (other than sewing thread) cont. 85% or more by weight of polyester staple fibers, multiple or cabled, not put up for retail sale","893,103"
"55093100","Yarn (not sewing thread) cont. 85% or more by weight of acrylic or modacrylic staple fibers, singles, not put up for retail sale","646,936"
"55093200","Yarn (not sewing thread) cont. 85% or more by wt. of acrylic or modacrylic staple fibers,multiple or cabled,not put up for retail sale","183,361"
"55094100","Yarn (other than sewing thread) containing 85% or more by weight of synthetic staple fibers nesoi, singles, not put up for retail sale","165,744"
"55094200","Yarn (other than sewing thread) cont. 85% or more by weight of synthetic staple fibers nesoi, multiple or cabled, not put up for retail sale","33,493"
"55095130","Yarn (not sewing thread) of polyester staple fibers mixed mainly/solely with artificial staple fibers, single, not put up for retail sale","908,844"
"55095300","Yarn (other than sewing thread) of polyester staple fibers mixed mainly or solely with cotton, not put up for retail sale","7,009,743"
"55095900","Yarn (other than sewing thread) of polyester staple fibers nesoi, not put up for retail sale","32,050"
"55096200","Yarn (other than sewing thread) of acrylic or modacrylic staple fibers mixed mainly or solely with cotton, not put up for retail sale","65,250"
"55096960","Yarn (other than sewing thread) of acrylic or modacrylic staple fibers nesoi, not put up for retail sale","26,418"
"55099100","Yarn (other than sewing thread) of synthetic staple fibers mixed mainly or solely with wool or fine animal hair, not put up for retail sale","16,841"
"55099200","Yarn (other than sewing thread) of synthetic staple fibers mixed mainly or solely with cotton, not put up for retail sale","1,088,549"
"55099920","Yarn (not sewing thread) of synthetic staple fibers nesoi, mixed mainly/solely w/artificial staple fibers, singles, not for retail sale","56,771"
"55099940","Yarn (not sewing thread) of synthetic staple fibers nesoi, mixed mainly/solely w/artificial staple fibers, multiple, not for retail sale","276"
"55099960","Yarn (other than sewing thread) of synthetic staple fibers nesoi, not put up for retail sale","1,238"
"55101100","Yarn (other than sewing thread) containing 85% or more by weight of artificial staple fibers, singles, not put up for retail sale","4,475,983"
"55101200","Yarn (other than sewing thread) cont. 85% or more by weight of artificial staple fibers, multiple or cabled, not put up for retail sale","82,032"
"55102000","Yarn (other than sewing thread) of artificial staple fibers mixed mainly or solely with wool or fine animal hair, not put up for retail sale","15,305"
"55103000","Yarn (other than sewing thread) of artificial staple fibers mixed mainly or solely with cotton, not put up for retail sale","1,187,576"
"55109020","Yarn (other than sewing thread) of artificial staple fibers mixed mainly/solely with synthetic staple fibers, singles, not for retail sale","4,602,255"
"55109060","Yarn (other than sewing thread) of artificial staple fibers nesoi, not put up for retail sale","277,111"
"55111000","Yarn (other than sewing thread) of synthetic staple fibers, containing 85% or more by weight of such fibers, put up for retail sale","17,926,219"
"55112000","Yarn (other than sewing thread) of synthetic staple fibers, containing less than 85% by weight of such fibers, put up for retail sale","1,347,589"
"55113000","Yarn (other than sewing thread) of artificial staple fibers, put up for retail sale","733,955"
"55121100","Woven fabrics containing 85% or more by weight of polyester staple fibers, unbleached or bleached","5,408,762"
"55121900","Woven fabrics containing 85% or more by weight of polyester staple fibers, other than unbleached or bleached","11,707,285"
"55122100","Woven fabrics containing 85% or more by weight of acrylic or modacrylic staple fibers, unbleached or bleached","295,487"
"55122900","Woven fabrics containing 85% or more by weight of acrylic or modacrylic staple fibers, other than unbleached or bleached","2,547,939"
"55129100","Woven fabrics, containing 85% or more by weight of synthetic fibers nesoi, unbleached or bleached","79,190"
"55129900","Woven fabrics, containing 85% or more by weight of synthetic fibers nesoi, other than unbleached or bleached","2,320,514"
"55131100","Woven fabric of poly staple fiber,< 85% wt poly staple fibers,mixed mainly/solely w/cotton,wt n/o 170 g/m2,plain weave,unbleached/bleached","1,625,818"
"55131200","Woven 3-or 4-thread twill fabric of poly staple fib,< 85% poly staple fiber,mixed mainly/solely w/cotton,wt n/o 170 g/m2,unbleached/bleached","558,879"
"55131300","Woven fabrics of polyester staple fibers,< 85% polyester staple fibers, mixed mainly/solely w/cotton,n/o 170 g/m2,unbleached/bleached, nesoi","198,977"
"55131900","Woven fabrics of synthetic staple fibers nesoi, < 85% by weight of such fibers, mixed with cotton, n/o 170g/m2, unbleached or bleached","116,708"
"55132100","Woven fabrics of polyester staple fibers, < 85% polyester staple fibers, mixed mainly/solely w/cotton, not over 170 g/m2, plain weave, dyed","5,269,365"
"55132301","Woven fabrics of polyester staple fibers, < 85% by wt polyester staple fibers, mixed mainly/solely w/cotton, not over 170 g/m2, dyed, nesoi","1,085,343"
"55132900","Woven fabrics of synthetic staple fibers nesoi, < 85% by wt of such fibers, mixed mainly/solely w/cotton, weighing n/o 170g/m2, dyed, nesoi","184,507"
"55133100","Woven fabrics of poly staple fib,< 85% polyester staple fibers,mixed mainly/solely w/cotton,n/o 170 g/m2,plain weave,of yarns of dif. colors","725,758"
"55133901","Woven fabrics of synthetic staple fibers nesoi,< 85% by wt of such fibers, mixed mainly/solely w/cotton, n/o 170g/m2, of dif. colored yarns","265,006"
"55134100","Printed plain weave fabrics of poly staple fib,< 85% by weight polyester staple fibers, mixed mainly/solely with cotton, n/o 170g/m2","608,416"
"55134910","Printed 3-or 4-thread twill fabric of poly staple fib,incl cross twill,< 85% wt poly staple fibers,mixed mainly/solely w/cotton,n/o 170g/m2","134,700"
"55134920","Printed woven fabrics of polyester staple fibers, < 85% by wt polyester staple fibers, mixed mainly/solely with cotton, weighing n/o 170g/m2","45,727"
"55134990","Printed woven fabrics of synthetic staple fibers nesoi, < 85% by weight of such fibers, mixed mainly or solely with cotton, n/o 170g/m2","689,158"
"55141100","Plain weave fabrics of poly staple fiber,< 85% wt polyester staple fibers, mixed mainly/solely w/cotton, wt ov 170 g/m2, unbleached/bleached","292,835"
"55141200","Wov 3-or 4-thread twill fabric of poly staple fib,< 85% polyester staple fiber,mixed mainly/solely w/cotton,ov 170 g/m2,unbleached/bleached","152,147"
"55141910","Woven fabric of polyester staple fiber, < 85% wt polyester , mixed mainly/solely w/cotton, over 170 g/m2, unbleached/bleached","359,125"
"55141990","Unbleached or bleached woven fabric of synthetic staple fibers nesoi, < 85% by wt of such fibers, mixed mainly/solely w/cotton, over 170g/m2","32,429"
"55142100","Plain weave fabrics of polyester staple fiber, < 85% by wt polyester staple fibers, mixed mainly/solely with cotton, over 170 g/m2, dyed","619,026"
"55142200","Wov 3-or 4-thread twill fabric of poly staple fib,incl cross twill,< 85% poly staple fibers,mixed mainly/solely w/cotton,ov 170 g/m2, dyed","1,996,467"
"55142300","Woven fabrics of polyester staple fib, < 85% by wt polyester staple fibers, mixed mainly/solely w/cotton, over 170 g/m2, dyed, nesoi","584,645"
"55142900","Dyed woven fabrics of synthetic staple fibers nesoi, < 85% by weight of such fibers, mixed mainly or solely with cotton, over 170g/m2","405,726"
"55143031","Plain weave fabrics of poly staple fiber, < 85% polyester staple fibers, mixed mainly/solely with cotton,ov 170 g/m2,of yarns of dif. colors","79,604"
"55143032","Woven 3-or 4-thread twill fabric of poly staple fib,< 85% poly staple fibers,mixed mainly/solely w/cotton,ov 170 g/m2,of yarn of dif. colors","50,246"
"55143033","Woven fabrics of poly staple fiber,< 85% polyester staple fibers,mixed mainly/solely w/cotton,ov 170 g/m2,of yarns of different colors,nesoi","954,295"
"55143039","Woven fabrics of synthetic staple fibers nesoi, < 85% by wt of such fibers, mixed mainly/solely w/cotton, ov 170g/m2, of dif. colored yarns","79,543"
"55144100","Printed plain weave fabrics of polyester staple fiber, < 85% by wt polyester staple fibers, mixed mainly or solely with cotton, over 170g/m2","4,214"
"55144200","Printed 3-or 4-thread twill fab of poly staple fib,incl cross twill,< 85% by wt poly staple fibers, mixed mainly/solely w/cotton,ov 170g/m","38,542"
"55144300","Printed woven fabrics of polyester staple fiber, < 85% by wt polyester staple fibers, mixed mainly/solely with cotton, over 170g/m2, nesoi","74,094"
"55144900","Printed woven fabrics of synthetic staple fibers nesoi, < 85% by weight of such fibers, mixed mainly or solely with cotton, over 170g/m2","528,414"
"55151100","Woven fabrics of polyester staple fibers, mixed mainly or solely with viscose rayon staple fibers, nesoi","2,066,671"
"55151200","Woven fabrics of polyester staple fibers, mixed mainly or solely with man-made filaments, nesoi","19,579,125"
"55151305","Woven fabrics of polyester staple fibers, containing 36 percent or more by weight of wool or fine animal hair, nesoi","611,475"
"55151310","Woven fabrics of polyester staple fibers, mixed mainly or solely with wool or fine animal hair, nesoi","50,919"
"55151900","Woven fabrics of polyester staple fibers, nesoi","7,057,564"
"55152100","Woven fabrics of acrylic or modacrylic staple fibers, mixed mainly or solely with man-made filaments, nesoi","149,703"
"55152205","Woven fabrics of acrylic or modacrylic staple fibers, containing 36% or more by weight of wool or fine animal hair, nesoi","1,475"
"55152210","Woven fabrics of acrylic or modacrylic staple fibers, mixed mainly or solely with wool or fine animal hair, nesoi","18,038"
"55152900","Woven fabrics of acrylic or modacrylic staple fibers, nesoi","99,580"
"55159100","Woven fabrics of synthetic staple fibers (not polyester/acrylic or modacrylic staple fiber) mixed mainly/solely w/man-made filaments, nesoi","269,835"
"55159990","Woven fabrics of synthetic staple fibers (not of polyester, acrylic or modacrylic staple fibers), nesoi","854,741"
"55161100","Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, unbleached or bleached","1,445,666"
"55161200","Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, dyed","12,703,527"
"55161300","Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, of yarns of different colors","472,620"
"55161400","Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, printed","6,415,355"
"55162100","Woven fabrics of artificial staple fibers, < 85% by weight of such fibers, mixed mainly/solely with man-made filaments, unbleached/bleached","117,846"
