name,party,state,url
Michael Ohevzion,Republican,Florida,https://ballotpedia.org/Michael_Ohevzion
Michael Waltz,Republican,Florida,https://ballotpedia.org/Michael_Waltz
Mike Miller (Florida),Republican,Florida,https://ballotpedia.org/Mike_Miller_(Florida)
Neal Dunn,Republican,Florida,https://ballotpedia.org/Neal_Dunn
Neil Combee,Republican,Florida,https://ballotpedia.org/Neil_Combee
Nicolas Kimaz,Republican,Florida,https://ballotpedia.org/Nicolas_Kimaz
Patrick Weingart,Republican,Florida,https://ballotpedia.org/Patrick_Weingart
Paul Spain,Republican,Florida,https://ballotpedia.org/Paul_Spain
Raquel Regalado,Republican,Florida,https://ballotpedia.org/Raquel_Regalado
Richard Baptist,Republican,Florida,https://ballotpedia.org/Richard_Baptist
Ross Spano,Republican,Florida,https://ballotpedia.org/Ross_Spano
Scott Sturgill,Republican,Florida,https://ballotpedia.org/Scott_Sturgill
Sean Buchan,Republican,Florida,https://ballotpedia.org/Sean_Buchan
Sean Harper,Republican,Florida,https://ballotpedia.org/Sean_Harper
Souraya Faas,Republican,Florida,https://ballotpedia.org/Souraya_Faas
Stephen Marks,Republican,Florida,https://ballotpedia.org/Stephen_Marks
Ted Yoho,Republican,Florida,https://ballotpedia.org/Ted_Yoho
Thomas Rooney (Florida),Republican,Florida,https://ballotpedia.org/Thomas_Rooney_(Florida)
Vennia Francois,Republican,Florida,https://ballotpedia.org/Vennia_Francois
Vern Buchanan,Republican,Florida,https://ballotpedia.org/Vern_Buchanan
Virginia Fuller,Republican,Florida,https://ballotpedia.org/Virginia_Fuller
Wayne Liebnitzky,Republican,Florida,https://ballotpedia.org/Wayne_Liebnitzky
Adam Bridges,Democratic,Georgia,https://ballotpedia.org/Adam_Bridges
Adam Wynn,Democratic,Georgia,https://ballotpedia.org/Adam_Wynn
Bobby Kaple,Democratic,Georgia,https://ballotpedia.org/Bobby_Kaple
Brian Rosser,Democratic,Georgia,https://ballotpedia.org/Brian_Rosser
Carolyn Bourdeaux,Democratic,Georgia,https://ballotpedia.org/Carolyn_Bourdeaux
Chalis Montgomery,Democratic,Georgia,https://ballotpedia.org/Chalis_Montgomery
Chuck Enderlin,Democratic,Georgia,https://ballotpedia.org/Chuck_Enderlin
Dave Cooper,Democratic,Georgia,https://ballotpedia.org/Dave_Cooper
David Kim,Democratic,Georgia,https://ballotpedia.org/David_Kim
David Scott (Georgia),Democratic,Georgia,https://ballotpedia.org/David_Scott_(Georgia)
Elizabeth Webster,Democratic,Georgia,https://ballotpedia.org/Elizabeth_Webster
Ethan Pham,Democratic,Georgia,https://ballotpedia.org/Ethan_Pham
Flynn Broady Jr.,Democratic,Georgia,https://ballotpedia.org/Flynn_Broady_Jr.
Francys Johnson,Democratic,Georgia,https://ballotpedia.org/Francys_Johnson
Fred Swann,Democratic,Georgia,https://ballotpedia.org/Fred_Swann
Hank Johnson,Democratic,Georgia,https://ballotpedia.org/Hank_Johnson
Harry Braun,Democratic,Georgia,https://ballotpedia.org/Harry_Braun
Jimmy McInnis,Democratic,Georgia,https://ballotpedia.org/Jimmy_McInnis
John Lewis (Georgia),Democratic,Georgia,https://ballotpedia.org/John_Lewis_(Georgia)
Josh McCall,Democratic,Georgia,https://ballotpedia.org/Josh_McCall
Juan Parks,Democratic,Georgia,https://ballotpedia.org/Juan_Parks
Kathleen Allen,Democratic,Georgia,https://ballotpedia.org/Kathleen_Allen
Kellie Collins,Democratic,Georgia,https://ballotpedia.org/Kellie_Collins
Kevin Abel,Democratic,Georgia,https://ballotpedia.org/Kevin_Abel
Lisa Ring,Democratic,Georgia,https://ballotpedia.org/Lisa_Ring
Lucy McBath,Democratic,Georgia,https://ballotpedia.org/Lucy_McBath
Melissa Davis,Democratic,Georgia,https://ballotpedia.org/Melissa_Davis
Richard Dien Winfield,Democratic,Georgia,https://ballotpedia.org/Richard_Dien_Winfield
Richard Keatley,Democratic,Georgia,https://ballotpedia.org/Richard_Keatley
Rick Jaworski,Democratic,Georgia,https://ballotpedia.org/Rick_Jaworski
Robert Ingham,Democratic,Georgia,https://ballotpedia.org/Robert_Ingham
Rusty Oliver,Democratic,Georgia,https://ballotpedia.org/Rusty_Oliver
Ryan Guillory (Georgia),Democratic,Georgia,https://ballotpedia.org/Ryan_Guillory_(Georgia)
Sanford Bishop Jr.,Democratic,Georgia,https://ballotpedia.org/Sanford_Bishop_Jr.
Steve Jarvis (Georgia),Democratic,Georgia,https://ballotpedia.org/Steve_Jarvis_(Georgia)
Steve Reilly,Democratic,Georgia,https://ballotpedia.org/Steve_Reilly
Steven Foster (Georgia),Democratic,Georgia,https://ballotpedia.org/Steven_Foster_(Georgia)
Steven Knight Griffin,Democratic,Georgia,https://ballotpedia.org/Steven_Knight_Griffin
Tabitha Johnson-Green,Democratic,Georgia,https://ballotpedia.org/Tabitha_Johnson-Green
Tamekia Fain-Lovett,Democratic,Georgia,https://ballotpedia.org/Tamekia_Fain-Lovett
Trent Nesmith,Democratic,Georgia,https://ballotpedia.org/Trent_Nesmith
Austin Scott,Republican,Georgia,https://ballotpedia.org/Austin_Scott
Barry Loudermilk,Republican,Georgia,https://ballotpedia.org/Barry_Loudermilk
Bradley Griffin,Republican,Georgia,https://ballotpedia.org/Bradley_Griffin
Bruce McPherson,Republican,Georgia,https://ballotpedia.org/Bruce_McPherson
Danny Ellyson,Republican,Georgia,https://ballotpedia.org/Danny_Ellyson
David Callahan (Georgia),Republican,Georgia,https://ballotpedia.org/David_Callahan_(Georgia)
Doug Collins,Republican,Georgia,https://ballotpedia.org/Doug_Collins
Drew Ferguson,Republican,Georgia,https://ballotpedia.org/Drew_Ferguson
"Earl ""Buddy"" Carter",Republican,Georgia,https://ballotpedia.org/Earl_%22Buddy%22_Carter
Eugene Yu,Republican,Georgia,https://ballotpedia.org/Eugene_Yu
Femi Akinkugbe,Republican,Georgia,https://ballotpedia.org/Femi_Akinkugbe
Gavin Miller,Republican,Georgia,https://ballotpedia.org/Gavin_Miller
Herman West Jr.,Republican,Georgia,https://ballotpedia.org/Herman_West_Jr.
Jody Hice,Republican,Georgia,https://ballotpedia.org/Jody_Hice
Joe Hunt (Georgia),Republican,Georgia,https://ballotpedia.org/Joe_Hunt_(Georgia)
Joe Profit,Republican,Georgia,https://ballotpedia.org/Joe_Profit
K. Ross Newland,Republican,Georgia,https://ballotpedia.org/K._Ross_Newland
Karen Handel,Republican,Georgia,https://ballotpedia.org/Karen_Handel
Melanie Williams,Republican,Georgia,https://ballotpedia.org/Melanie_Williams
Philip Singleton,Republican,Georgia,https://ballotpedia.org/Philip_Singleton
Rick Allen,Republican,Georgia,https://ballotpedia.org/Rick_Allen
Rob Woodall,Republican,Georgia,https://ballotpedia.org/Rob_Woodall
Shane Hazel,Republican,Georgia,https://ballotpedia.org/Shane_Hazel
Tom Graves,Republican,Georgia,https://ballotpedia.org/Tom_Graves
Vance Dean,Republican,Georgia,https://ballotpedia.org/Vance_Dean
William Llop,Republican,Georgia,https://ballotpedia.org/William_Llop
Anthony Tony Austin,Democratic,Hawaii,https://ballotpedia.org/Anthony_Tony_Austin
Beth Fukumoto,Democratic,Hawaii,https://ballotpedia.org/Beth_Fukumoto
Donna Kim,Democratic,Hawaii,https://ballotpedia.org/Donna_Kim
Doug Chin,Democratic,Hawaii,https://ballotpedia.org/Doug_Chin
Ed Case,Democratic,Hawaii,https://ballotpedia.org/Ed_Case
Ernest Y. Martin,Democratic,Hawaii,https://ballotpedia.org/Ernest_Y._Martin
John Reiss,Democratic,Hawaii,https://ballotpedia.org/John_Reiss
Kaniela Ing,Democratic,Hawaii,https://ballotpedia.org/Kaniela_Ing
Sam Puletasi,Democratic,Hawaii,https://ballotpedia.org/Sam_Puletasi
Sherry Alu Campagna,Democratic,Hawaii,https://ballotpedia.org/Sherry_Alu_Campagna
Tulsi Gabbard,Democratic,Hawaii,https://ballotpedia.org/Tulsi_Gabbard
Brian Evans (Hawaii),Republican,Hawaii,https://ballotpedia.org/Brian_Evans_(Hawaii)
Cam Cavasso,Republican,Hawaii,https://ballotpedia.org/Cam_Cavasso
Raymond Vinole,Republican,Hawaii,https://ballotpedia.org/Raymond_Vinole
Aaron Swisher,Democratic,Idaho,https://ballotpedia.org/Aaron_Swisher
Cristina McNeil,Democratic,Idaho,https://ballotpedia.org/Cristina_McNeil
Donald Miller (Idaho),Democratic,Idaho,https://ballotpedia.org/Donald_Miller_(Idaho)
James Vandermaas,Democratic,Idaho,https://ballotpedia.org/James_Vandermaas
Michael Smith (Idaho),Democratic,Idaho,https://ballotpedia.org/Michael_Smith_(Idaho)
Peter Rickards,Democratic,Idaho,https://ballotpedia.org/Peter_Rickards
Shizandra Fox,Democratic,Idaho,https://ballotpedia.org/Shizandra_Fox
Alex Gallegos,Republican,Idaho,https://ballotpedia.org/Alex_Gallegos
Christy Perry,Republican,Idaho,https://ballotpedia.org/Christy_Perry
David Leroy,Republican,Idaho,https://ballotpedia.org/David_Leroy
James Rockwell,Republican,Idaho,https://ballotpedia.org/James_Rockwell
Luke Malek,Republican,Idaho,https://ballotpedia.org/Luke_Malek
Michael Simpson (Idaho),Republican,Idaho,https://ballotpedia.org/Michael_Simpson_(Idaho)
Michael Snyder (Idaho),Republican,Idaho,https://ballotpedia.org/Michael_Snyder_(Idaho)
Nick Henderson,Republican,Idaho,https://ballotpedia.org/Nick_Henderson
Russ Fulcher,Republican,Idaho,https://ballotpedia.org/Russ_Fulcher
Adam King (Illinois),Democratic,Illinois,https://ballotpedia.org/Adam_King_(Illinois)
Ahmed Salim,Democratic,Illinois,https://ballotpedia.org/Ahmed_Salim
Amanda Howland,Democratic,Illinois,https://ballotpedia.org/Amanda_Howland
Amy Murri Briel,Democratic,Illinois,https://ballotpedia.org/Amy_Murri_Briel
Angel Sides,Democratic,Illinois,https://ballotpedia.org/Angel_Sides
Anthony Clark,Democratic,Illinois,https://ballotpedia.org/Anthony_Clark
Anthony March,Democratic,Illinois,https://ballotpedia.org/Anthony_March
Austin Songer,Democratic,Illinois,https://ballotpedia.org/Austin_Songer
Becky Anderson Wilkins,Democratic,Illinois,https://ballotpedia.org/Becky_Anderson_Wilkins
Benjamin Thomas Wolf,Democratic,Illinois,https://ballotpedia.org/Benjamin_Thomas_Wolf
Benjamin Webb (Illinois),Democratic,Illinois,https://ballotpedia.org/Benjamin_Webb_(Illinois)
Beth Vercolio-Osmund,Democratic,Illinois,https://ballotpedia.org/Beth_Vercolio-Osmund
Betsy Londrigan,Democratic,Illinois,https://ballotpedia.org/Betsy_Londrigan
Bill Foster,Democratic,Illinois,https://ballotpedia.org/Bill_Foster
Bobby Rush,Democratic,Illinois,https://ballotpedia.org/Bobby_Rush
Brad Schneider,Democratic,Illinois,https://ballotpedia.org/Brad_Schneider
Brendan Kelly (Illinois),Democratic,Illinois,https://ballotpedia.org/Brendan_Kelly_(Illinois)
Brian Deters,Democratic,Illinois,https://ballotpedia.org/Brian_Deters
Carl Spoerer,Democratic,Illinois,https://ballotpedia.org/Carl_Spoerer
Carlos Ramirez-Rosa,Democratic,Illinois,https://ballotpedia.org/Carlos_Ramirez-Rosa
Carol Ammons,Democratic,Illinois,https://ballotpedia.org/Carol_Ammons
Carole Cheney,Democratic,Illinois,https://ballotpedia.org/Carole_Cheney
Cheri Bustos,Democratic,Illinois,https://ballotpedia.org/Cheri_Bustos
Christopher Minelli,Democratic,Illinois,https://ballotpedia.org/Christopher_Minelli
Daniel Lipinski,Democratic,Illinois,https://ballotpedia.org/Daniel_Lipinski
Daniel Roldan-Johnson,Democratic,Illinois,https://ballotpedia.org/Daniel_Roldan-Johnson
Danny K. Davis,Democratic,Illinois,https://ballotpedia.org/Danny_K._Davis
Darrel Miller,Democratic,Illinois,https://ballotpedia.org/Darrel_Miller
David Bequette,Democratic,Illinois,https://ballotpedia.org/David_Bequette
Dean Pruitt,Democratic,Illinois,https://ballotpedia.org/Dean_Pruitt
Demond Drummer,Democratic,Illinois,https://ballotpedia.org/Demond_Drummer
Erik Jones,Democratic,Illinois,https://ballotpedia.org/Erik_Jones
Geoffrey Petzel,Democratic,Illinois,https://ballotpedia.org/Geoffrey_Petzel
George Weber (Illinois),Democratic,Illinois,https://ballotpedia.org/George_Weber_(Illinois)
Grace Haaf,Democratic,Illinois,https://ballotpedia.org/Grace_Haaf
Jan Schakowsky,Democratic,Illinois,https://ballotpedia.org/Jan_Schakowsky
Jennifer Zordani,Democratic,Illinois,https://ballotpedia.org/Jennifer_Zordani
Jesus Garcia,Democratic,Illinois,https://ballotpedia.org/Jesus_Garcia
Jim Walz,Democratic,Illinois,https://ballotpedia.org/Jim_Walz
Joe Moreno (Illinois),Democratic,Illinois,https://ballotpedia.org/Joe_Moreno_(Illinois)
John Hosta,Democratic,Illinois,https://ballotpedia.org/John_Hosta
Jonathan Ebel,Democratic,Illinois,https://ballotpedia.org/Jonathan_Ebel
Junius Rodriguez,Democratic,Illinois,https://ballotpedia.org/Junius_Rodriguez
Kelly Mazeski,Democratic,Illinois,https://ballotpedia.org/Kelly_Mazeski
Kevin Gaither,Democratic,Illinois,https://ballotpedia.org/Kevin_Gaither
Lauren Underwood,Democratic,Illinois,https://ballotpedia.org/Lauren_Underwood
Marcus Lewis,Democratic,Illinois,https://ballotpedia.org/Marcus_Lewis
Marie Newman,Democratic,Illinois,https://ballotpedia.org/Marie_Newman
Mark Wicklund,Democratic,Illinois,https://ballotpedia.org/Mark_Wicklund
Matt Brolley,Democratic,Illinois,https://ballotpedia.org/Matt_Brolley
Mike Quigley,Democratic,Illinois,https://ballotpedia.org/Mike_Quigley
Nathan Arroyave,Democratic,Illinois,https://ballotpedia.org/Nathan_Arroyave
Nathan Colombo,Democratic,Illinois,https://ballotpedia.org/Nathan_Colombo
Neill Mohammad,Democratic,Illinois,https://ballotpedia.org/Neill_Mohammad
Neli Vazquez Rowland,Democratic,Illinois,https://ballotpedia.org/Neli_Vazquez_Rowland
Pat McMahan,Democratic,Illinois,https://ballotpedia.org/Pat_McMahan
Raja Krishnamoorthi,Democratic,Illinois,https://ballotpedia.org/Raja_Krishnamoorthi
Raymond Lopez,Democratic,Illinois,https://ballotpedia.org/Raymond_Lopez
Richard Gonzalez,Democratic,Illinois,https://ballotpedia.org/Richard_Gonzalez
Robin Kelly,Democratic,Illinois,https://ballotpedia.org/Robin_Kelly
Ryan Huffman,Democratic,Illinois,https://ballotpedia.org/Ryan_Huffman
Sameena Mustafa,Democratic,Illinois,https://ballotpedia.org/Sameena_Mustafa
Sara Dady,Democratic,Illinois,https://ballotpedia.org/Sara_Dady
Sean Casten,Democratic,Illinois,https://ballotpedia.org/Sean_Casten
Sol Flores,Democratic,Illinois,https://ballotpedia.org/Sol_Flores
Steve Schwartzberg,Democratic,Illinois,https://ballotpedia.org/Steve_Schwartzberg
Suzyn Price,Democratic,Illinois,https://ballotpedia.org/Suzyn_Price
Victor Swanson,Democratic,Illinois,https://ballotpedia.org/Victor_Swanson
Adam Kinzinger,Republican,Illinois,https://ballotpedia.org/Adam_Kinzinger
Aloys Rutagwibira,Republican,Illinois,https://ballotpedia.org/Aloys_Rutagwibira
Ann Melichar,Republican,Illinois,https://ballotpedia.org/Ann_Melichar
Anthony Granata,Republican,Illinois,https://ballotpedia.org/Anthony_Granata
Arthur Jones,Republican,Illinois,https://ballotpedia.org/Arthur_Jones
Bill Fawell,Republican,Illinois,https://ballotpedia.org/Bill_Fawell
Connor Vlakancic,Republican,Illinois,https://ballotpedia.org/Connor_Vlakancic
Craig Cameron,Republican,Illinois,https://ballotpedia.org/Craig_Cameron
D. Vincent Thomas Jr.,Republican,Illinois,https://ballotpedia.org/D._Vincent_Thomas_Jr.
Darin LaHood,Republican,Illinois,https://ballotpedia.org/Darin_LaHood
Darrel Miller,Republican,Illinois,https://ballotpedia.org/Darrel_Miller
David Merkle,Republican,Illinois,https://ballotpedia.org/David_Merkle
Donald Rients,Republican,Illinois,https://ballotpedia.org/Donald_Rients
Doug Bennett (Illinois),Republican,Illinois,https://ballotpedia.org/Doug_Bennett_(Illinois)
James Marter,Republican,Illinois,https://ballotpedia.org/James_Marter
Jason Haskell,Republican,Illinois,https://ballotpedia.org/Jason_Haskell
Jay Reyes,Republican,Illinois,https://ballotpedia.org/Jay_Reyes
Jaye DeBates,Republican,Illinois,https://ballotpedia.org/Jaye_DeBates
Jeffrey Leef,Republican,Illinois,https://ballotpedia.org/Jeffrey_Leef
Jeremy Wynes,Republican,Illinois,https://ballotpedia.org/Jeremy_Wynes
Jimmy Lee Tillman II,Republican,Illinois,https://ballotpedia.org/Jimmy_Lee_Tillman_II
Jitendra Diganvker,Republican,Illinois,https://ballotpedia.org/Jitendra_Diganvker
John Elleson,Republican,Illinois,https://ballotpedia.org/John_Elleson
John Morrow,Republican,Illinois,https://ballotpedia.org/John_Morrow
John Shimkus,Republican,Illinois,https://ballotpedia.org/John_Shimkus
Jon Schuh,Republican,Illinois,https://ballotpedia.org/Jon_Schuh
Mark Wayne Lorch,Republican,Illinois,https://ballotpedia.org/Mark_Wayne_Lorch
Max Rice,Republican,Illinois,https://ballotpedia.org/Max_Rice
Mike Bost,Republican,Illinois,https://ballotpedia.org/Mike_Bost
Nick Stella,Republican,Illinois,https://ballotpedia.org/Nick_Stella
Patrick Harmon,Republican,Illinois,https://ballotpedia.org/Patrick_Harmon
Peter Roskam,Republican,Illinois,https://ballotpedia.org/Peter_Roskam
Preston Nelson,Republican,Illinois,https://ballotpedia.org/Preston_Nelson
Randy Hultgren,Republican,Illinois,https://ballotpedia.org/Randy_Hultgren
Rodney Davis (Illinois),Republican,Illinois,https://ballotpedia.org/Rodney_Davis_(Illinois)
"Ruben Sanchez, Jr.",Republican,Illinois,"https://ballotpedia.org/Ruben_Sanchez,_Jr."
Sapan Shah,Republican,Illinois,https://ballotpedia.org/Sapan_Shah
Sargis Sangari,Republican,Illinois,https://ballotpedia.org/Sargis_Sangari
Tom Hanson,Republican,Illinois,https://ballotpedia.org/Tom_Hanson
Vandana Jhingan,Republican,Illinois,https://ballotpedia.org/Vandana_Jhingan
Zane Marshall,Republican,Illinois,https://ballotpedia.org/Zane_Marshall
Aaron Bush,Democratic,Indiana,https://ballotpedia.org/Aaron_Bush
Andre Carson,Democratic,Indiana,https://ballotpedia.org/Andre_Carson
Antonio Daggett Sr.,Democratic,Indiana,https://ballotpedia.org/Antonio_Daggett_Sr.
Arturas Kerelis,Democratic,Indiana,https://ballotpedia.org/Arturas_Kerelis
Bob Kern,Democratic,Indiana,https://ballotpedia.org/Bob_Kern
Courtney Tritch,Democratic,Indiana,https://ballotpedia.org/Courtney_Tritch
Curtis Godfrey,Democratic,Indiana,https://ballotpedia.org/Curtis_Godfrey
Daniel Canon,Democratic,Indiana,https://ballotpedia.org/Daniel_Canon
Darin Patrick Griesey,Democratic,Indiana,https://ballotpedia.org/Darin_Patrick_Griesey
Dee Thornton,Democratic,Indiana,https://ballotpedia.org/Dee_Thornton
Dion Douglas,Democratic,Indiana,https://ballotpedia.org/Dion_Douglas
Douglas Carpenter,Democratic,Indiana,https://ballotpedia.org/Douglas_Carpenter
Eshel Faraggi,Democratic,Indiana,https://ballotpedia.org/Eshel_Faraggi
Glen Miller,Democratic,Indiana,https://ballotpedia.org/Glen_Miller
Jason Leineweber,Democratic,Indiana,https://ballotpedia.org/Jason_Leineweber
Jeannine Lee Lake,Democratic,Indiana,https://ballotpedia.org/Jeannine_Lee_Lake
Jim Pruett,Democratic,Indiana,https://ballotpedia.org/Jim_Pruett
Joe Mackey,Democratic,Indiana,https://ballotpedia.org/Joe_Mackey
John Forrest Roberson,Democratic,Indiana,https://ballotpedia.org/John_Forrest_Roberson
John Petroff,Democratic,Indiana,https://ballotpedia.org/John_Petroff
Joshua Williamson,Democratic,Indiana,https://ballotpedia.org/Joshua_Williamson
K. Lave,Democratic,Indiana,https://ballotpedia.org/K._Lave
Kyle Brenden Moore,Democratic,Indiana,https://ballotpedia.org/Kyle_Brenden_Moore
Lane Siekman,Democratic,Indiana,https://ballotpedia.org/Lane_Siekman
Larry Chubb,Democratic,Indiana,https://ballotpedia.org/Larry_Chubb
Liz Watson,Democratic,Indiana,https://ballotpedia.org/Liz_Watson
Mel Hall,Democratic,Indiana,https://ballotpedia.org/Mel_Hall
Mike Hartley,Democratic,Indiana,https://ballotpedia.org/Mike_Hartley
Pat Hackett,Democratic,Indiana,https://ballotpedia.org/Pat_Hackett
Peter Visclosky,Democratic,Indiana,https://ballotpedia.org/Peter_Visclosky
Pierre Pullins,Democratic,Indiana,https://ballotpedia.org/Pierre_Pullins
Rob Chatlos,Democratic,Indiana,https://ballotpedia.org/Rob_Chatlos
Roger Day,Democratic,Indiana,https://ballotpedia.org/Roger_Day
Roland Ellis,Democratic,Indiana,https://ballotpedia.org/Roland_Ellis
Roland Leech,Democratic,Indiana,https://ballotpedia.org/Roland_Leech
Sean Dugdale,Democratic,Indiana,https://ballotpedia.org/Sean_Dugdale
Sherry Shipley,Democratic,Indiana,https://ballotpedia.org/Sherry_Shipley
Sue Spicer,Democratic,Indiana,https://ballotpedia.org/Sue_Spicer
Tobi Beck,Democratic,Indiana,https://ballotpedia.org/Tobi_Beck
Tod Curtis,Democratic,Indiana,https://ballotpedia.org/Tod_Curtis
Tom Pappas,Democratic,Indiana,https://ballotpedia.org/Tom_Pappas
Tommy Schrader,Democratic,Indiana,https://ballotpedia.org/Tommy_Schrader
Veronikka Ziol,Democratic,Indiana,https://ballotpedia.org/Veronikka_Ziol
William Tanoos,Democratic,Indiana,https://ballotpedia.org/William_Tanoos
Yatish Joshi,Democratic,Indiana,https://ballotpedia.org/Yatish_Joshi
David Dopp,Republican,Indiana,https://ballotpedia.org/David_Dopp
Diego Morales,Republican,Indiana,https://ballotpedia.org/Diego_Morales
Donald Eason Jr.,Republican,Indiana,https://ballotpedia.org/Donald_Eason_Jr.
Greg Pence,Republican,Indiana,https://ballotpedia.org/Greg_Pence
J. D. Miniear,Republican,Indiana,https://ballotpedia.org/J._D._Miniear
J. Jason Davis,Republican,Indiana,https://ballotpedia.org/J._Jason_Davis
Jackie Walorski,Republican,Indiana,https://ballotpedia.org/Jackie_Walorski
James Baird,Republican,Indiana,https://ballotpedia.org/James_Baird
James Dean Alspach,Republican,Indiana,https://ballotpedia.org/James_Dean_Alspach
James Nease,Republican,Indiana,https://ballotpedia.org/James_Nease
Jared Thomas,Republican,Indiana,https://ballotpedia.org/Jared_Thomas
Jeff Smith (Indiana),Republican,Indiana,https://ballotpedia.org/Jeff_Smith_(Indiana)
Jeremy Belko,Republican,Indiana,https://ballotpedia.org/Jeremy_Belko
Jim Banks (Indiana),Republican,Indiana,https://ballotpedia.org/Jim_Banks_(Indiana)
John L. Couch,Republican,Indiana,https://ballotpedia.org/John_L._Couch
John Meyer (Indiana),Republican,Indiana,https://ballotpedia.org/John_Meyer_(Indiana)
Jonathan Lamb,Republican,Indiana,https://ballotpedia.org/Jonathan_Lamb
Kevin Grant,Republican,Indiana,https://ballotpedia.org/Kevin_Grant
Larry Bucshon,Republican,Indiana,https://ballotpedia.org/Larry_Bucshon
Mark Leyva,Republican,Indiana,https://ballotpedia.org/Mark_Leyva
Mark Summe,Republican,Indiana,https://ballotpedia.org/Mark_Summe
Michael Crider,Republican,Indiana,https://ballotpedia.org/Michael_Crider
Mike Campbell (Indiana),Republican,Indiana,https://ballotpedia.org/Mike_Campbell_(Indiana)
Nicholas Pappas,Republican,Indiana,https://ballotpedia.org/Nicholas_Pappas
Rachel Covington,Republican,Indiana,https://ballotpedia.org/Rachel_Covington
Richard Moss,Republican,Indiana,https://ballotpedia.org/Richard_Moss
Roseann Ivanovich,Republican,Indiana,https://ballotpedia.org/Roseann_Ivanovich
Stephen MacKenzie,Republican,Indiana,https://ballotpedia.org/Stephen_MacKenzie
Steven Braun,Republican,Indiana,https://ballotpedia.org/Steven_Braun
Susan Brooks,Republican,Indiana,https://ballotpedia.org/Susan_Brooks
Tim Radice,Republican,Indiana,https://ballotpedia.org/Tim_Radice
Tony Van Pelt,Republican,Indiana,https://ballotpedia.org/Tony_Van_Pelt
Trey Hollingsworth,Republican,Indiana,https://ballotpedia.org/Trey_Hollingsworth
Wayne Harmon,Republican,Indiana,https://ballotpedia.org/Wayne_Harmon
Abby Finkenauer,Democratic,Iowa,https://ballotpedia.org/Abby_Finkenauer
Anna Ryon,Democratic,Iowa,https://ballotpedia.org/Anna_Ryon
Austin Frerick,Democratic,Iowa,https://ballotpedia.org/Austin_Frerick
Cindy Axne,Democratic,Iowa,https://ballotpedia.org/Cindy_Axne
Courtney Rowe,Democratic,Iowa,https://ballotpedia.org/Courtney_Rowe
Dave Loebsack,Democratic,Iowa,https://ballotpedia.org/Dave_Loebsack
Eddie Mauro,Democratic,Iowa,https://ballotpedia.org/Eddie_Mauro
George Ramsey,Democratic,Iowa,https://ballotpedia.org/George_Ramsey
Heather Ryan,Democratic,Iowa,https://ballotpedia.org/Heather_Ryan
J.D. Scholten,Democratic,Iowa,https://ballotpedia.org/J.D._Scholten
John Paschen,Democratic,Iowa,https://ballotpedia.org/John_Paschen
Kim Weaver,Democratic,Iowa,https://ballotpedia.org/Kim_Weaver
Leann Jacobsen,Democratic,Iowa,https://ballotpedia.org/Leann_Jacobsen
Mike Sherzan,Democratic,Iowa,https://ballotpedia.org/Mike_Sherzan
Paul Dahl,Democratic,Iowa,https://ballotpedia.org/Paul_Dahl
Pete D'Alessandro,Democratic,Iowa,https://ballotpedia.org/Pete_D%27Alessandro
Ryan Meyers,Democratic,Iowa,https://ballotpedia.org/Ryan_Meyers
Theresa Greenfield,Democratic,Iowa,https://ballotpedia.org/Theresa_Greenfield
Thomas Heckroth,Democratic,Iowa,https://ballotpedia.org/Thomas_Heckroth
Chris Peters (Iowa),Republican,Iowa,https://ballotpedia.org/Chris_Peters_(Iowa)
Cyndi Hanson,Republican,Iowa,https://ballotpedia.org/Cyndi_Hanson
David Young (Iowa),Republican,Iowa,https://ballotpedia.org/David_Young_(Iowa)
Ginny Caligiuri,Republican,Iowa,https://ballotpedia.org/Ginny_Caligiuri
Rod Blum,Republican,Iowa,https://ballotpedia.org/Rod_Blum
Steve King (Iowa),Republican,Iowa,https://ballotpedia.org/Steve_King_(Iowa)
Alan LaPolice,Democratic,Kansas,https://ballotpedia.org/Alan_LaPolice
Andrea Ramsey,Democratic,Kansas,https://ballotpedia.org/Andrea_Ramsey
Brent Welder,Democratic,Kansas,https://ballotpedia.org/Brent_Welder
Chris Haulmark,Democratic,Kansas,https://ballotpedia.org/Chris_Haulmark
James Thompson (Kansas),Democratic,Kansas,https://ballotpedia.org/James_Thompson_(Kansas)
Jay Sidie,Democratic,Kansas,https://ballotpedia.org/Jay_Sidie
Joe McConnell,Democratic,Kansas,https://ballotpedia.org/Joe_McConnell
Laura Lombard,Democratic,Kansas,https://ballotpedia.org/Laura_Lombard
Mike McCamon,Democratic,Kansas,https://ballotpedia.org/Mike_McCamon
Nathan Schmidt,Democratic,Kansas,https://ballotpedia.org/Nathan_Schmidt
Paul Davis (Kansas),Democratic,Kansas,https://ballotpedia.org/Paul_Davis_(Kansas)
Reggie Marselus,Democratic,Kansas,https://ballotpedia.org/Reggie_Marselus
Sharice Davids,Democratic,Kansas,https://ballotpedia.org/Sharice_Davids
Sylvia Williams (Kansas),Democratic,Kansas,https://ballotpedia.org/Sylvia_Williams_(Kansas)
Tom Niermann,Democratic,Kansas,https://ballotpedia.org/Tom_Niermann
Antonio Soave,Republican,Kansas,https://ballotpedia.org/Antonio_Soave
Caryn Tyson,Republican,Kansas,https://ballotpedia.org/Caryn_Tyson
Dennis Pyle,Republican,Kansas,https://ballotpedia.org/Dennis_Pyle
Doug Mays,Republican,Kansas,https://ballotpedia.org/Doug_Mays
